代码,名称,现价,总股本,流通A股,第一流通股东,第一流通股东股本,百份比,股东性质
600428,中远航运,7.22,169044.639,169044.639,中国远洋运输(集团)总公司,85394.5,50.516,国有股
600429,三元股份,7.68,88500.0,63500.0,北京企业（食品）有限公司,26579.0,30.033,境外法人股
600432,吉恩镍业,22.28,81112.154,76334.104,吉林昊融有色金属集团有限公司,43983.9,54.226,国有股
600433,冠豪高新,9.5,34320.0,24960.0,广东粤财创业投资有限公司,4306.64,15.058,国有股
600435,中兵光电,12.44,74466.0,36176.168,中国银行股份有限公司－嘉实价值优势股票型证券投资基金,345.519,0.464,境内法人股
600436,片仔癀,62.9,14000.0,6363.2,王富济,632.0,4.514,自然人股
600438,通威股份,7.78,68752.0,68752.0,通威集团有限公司,37852.6,55.057,境内法人股
600439,瑞贝卡,11.06,78610.1,73979.1,河南瑞贝卡控股有限责任公司,24250.7,30.849,境内法人股
600444,*ST国通,13.21,10500.0,10500.0,巢湖市第一塑料厂,1248.53,11.891,境内法人股
600446,金证股份,12.3,13744.0,13744.0,赵剑,1633.84,11.888,自然人股
600448,华纺股份,6.31,31980.0,31980.0,华诚投资管理有限公司,8474.21,26.499,国有股
600449,赛马实业,34.91,19513.387,19513.387,宁夏建材集团有限责任公司,6975.0,35.745,国有股
600452,涪陵电力,12.58,16000.0,7736.996,中国银行－华夏大盘精选证券投资基金,299.991,1.875,境内法人股
600456,宝钛股份,28.86,43026.57,22753.595,宝钛集团有限公司,2499.12,5.808,国有股
600458,时代新材,19.24,51734.144,40872.272,方正证券股份有限公司,1136.98,4.835,境内法人股
600459,贵研铂业,24.03,14525.55,14525.55,云南锡业集团（控股）有限责任公司,4550.0,40.721,国有股
600460,士兰微,16.99,43408.0,40408.0,杭州士兰控股有限公司,20493.9,47.212,境内法人股
600461,洪城水业,10.48,33000.0,21000.0,南昌水业集团有限责任公司,7198.39,32.72,国有股
600462,*ST石岘,6.16,41060.0,41060.0,吉林石岘纸业有限责任公司,4646.19,11.316,国有股
600463,空港股份,7.17,25200.0,25200.0,北京天竺空港工业开发公司,14678.2,58.247,国有股
600466,迪康药业,11.5,43900.586,43900.586,四川蓝光实业集团有限公司,4400.0,25.057,境内法人股
600467,好当家,11.9,63360.0,63360.0,好当家集团有限公司,29278.5,46.21,境内法人股
600468,百利电气,27.21,38016.0,38016.0,天津液压机械(集团)有限公司,23000.3,60.502,国有股
600469,风神股份,12.03,37494.215,31530.0,中国化工橡胶总公司,10000.0,26.671,国有股
600470,六国化工,10.0,52160.0,36160.0,铜陵化学工业集团有限公司,8310.73,25.493,国有股
600475,华光股份,18.99,25600.0,25600.0,无锡国联环保能源集团有限公司,11405.6,44.553,国有股
600476,湘邮科技,12.46,16107.0,16107.0,湖南省邮政公司,5312.84,32.985,国有股
600477,杭萧钢构,8.72,38621.518,26101.077,单银木,1931.08,5.0,自然人股
600478,科力远,21.02,31482.346,23281.541,湖南科力远高技术控股有限公司,3419.51,10.862,境内法人股
600479,千金药业,12.2,30481.92,30481.92,株洲市国有资产投资控股集团有限公司,5901.08,19.359,国有股
600480,凌云股份,13.65,36171.484,31200.0,河北凌云工业集团有限公司,11840.7,32.735,国有股
600481,双良节能,14.46,81008.941,81008.941,江苏双良集团有限公司,27555.7,34.016,境内法人股
600482,风帆股份,15.22,46100.0,46100.0,中国船舶重工集团公司,15668.9,33.989,国有股
600483,福建南纺,7.97,28848.371,28848.371,许磊,550.0,1.907,自然人股
600485,中创信测,15.29,13858.6,13858.6,北京英诺维电子技术有限公司,2175.09,15.695,境内法人股
600486,扬农化工,21.74,17216.606,17216.606,江苏扬农化工集团有限公司,6226.93,36.168,国有股
600487,亨通光电,26.85,20708.25,16612.0,亨通集团有限公司,5466.14,26.396,境内法人股
600488,天药股份,8.02,54288.997,54288.997,天津药业集团有限公司,25409.0,46.803,国有股
600489,中金黄金,27.29,185001.797,185001.797,中国黄金集团公司,74563.2,52.395,国有股
600490,*ST合臣,24.18,13200.0,13200.0,上海中科合臣化学有限责任公司,4519.5,34.239,境内法人股
600491,龙元建设,6.54,94760.0,94760.0,赖振元,15953.6,33.672,自然人股
600493,凤竹纺织,7.8,27200.0,27200.0,福建凤竹集团有限公司,4845.0,28.5,境内法人股
600495,晋西车轴,16.82,30223.8,27181.8,晋西工业集团有限责任公司,8161.18,27.003,国有股
600496,精工钢构,12.59,58050.0,58050.0,浙江精工建设产业集团有限公司,13062.7,33.754,境内法人股
600497,驰宏锌锗,22.05,131009.575,122128.439,云南冶金集团股份有限公司,45209.5,44.861,国有股
600498,烽火通信,25.98,44180.0,44180.0,武汉邮电科学研究院,24381.9,55.188,国有股
600499,科达机电,16.01,60708.18,59837.83,卢勤,10903.7,17.961,自然人股
600500,中化国际,9.99,143758.957,143758.957,中国中化股份有限公司,79310.1,55.169,国有股
600501,航天晨光,12.87,32440.3,17190.819,孟庆祥,258.889,0.798,自然人股
600502,安徽水利,15.91,33462.0,33462.0,安徽省水利建筑工程总公司,3798.84,17.029,国有股
600503,华丽家族,20.07,71192.25,14265.045,福建大乾数字信息有限公司,1446.2,2.742,境内法人股
600505,西昌电力,12.11,36456.75,36456.75,四川省电力公司,5527.25,15.161,国有股
600506,ST香梨,12.2,14770.687,14770.687,新疆融盛投资有限公司,3725.58,25.223,境内法人股
600507,方大特钢,6.06,130053.049,130053.049,南昌钢铁有限责任公司,60543.4,46.553,国有股
600508,上海能源,24.37,72271.8,72271.8,中国中煤能源股份有限公司,45119.1,62.43,国有股
600509,天富热电,10.75,65569.659,65569.659,新疆天富电力(集团)有限责任公司,30791.5,46.96,国有股
600510,黑牡丹,9.78,79552.27,25501.855,中国建设银行－华夏红利混合型开放式证券投资基金,1221.28,1.535,境内法人股
600511,国药股份,15.18,47880.0,27764.343,嘉实主题新动力股票型证券投资基金,1370.52,2.862,境内法人股
600512,腾达建设,4.91,73694.066,73694.066,叶洋友,3307.94,4.489,自然人股
600513,联环药业,15.59,11700.0,11700.0,江苏联环药业集团有限公司,4521.0,38.641,国有股
600515,ST筑信,7.15,29555.997,25019.47,天津市大通建设发展集团有限公司,1217.86,4.121,境内法人股
600516,方大炭素,13.13,127907.79,127907.79,方威,1388.98,1.086,自然人股
600517,置信电气,12.07,61870.5,61870.5,上海置信(集团)有限公司,14574.0,23.556,境内法人股
600518,康美药业,13.16,219871.448,219871.448,普宁市康美实业有限公司,66412.1,30.205,境内法人股
